"feature","metadata","value","coef","stderr","pval","name","qval","N","N.not.zero","comparison_type","original_feature","original_name"
"Metabolin_feature_133","time_ref_before","climb",0.076953736222116,0.189781586161131,0.686194686003515,"time_ref_beforeclimb",0.686194686003515,89,5,"ref_before","Metabolin_feature_133","Hydrocinnamic acid"
"Metabolin_feature_133","time_ref_after","climb",-0.151837628600354,0.114904290193132,0.190142419724453,"time_ref_afterclimb",0.266503991721752,89,5,"ref_after","Metabolin_feature_133","Hydrocinnamic acid"
"Metabolin_feature_133","time_ref_after","before",-0.228791364822442,0.204423864571639,0.266503991721752,"time_ref_afterbefore",0.266503991721752,89,5,"ref_after","Metabolin_feature_133","Hydrocinnamic acid"
"Metabolin_feature_134","time_ref_after","climb",-0.1285365350919,0.108997815192227,0.241818776774553,"time_ref_afterclimb",0.241818776774553,89,3,"ref_after","Metabolin_feature_134","2-Phenylpropionate"
"Metabolin_feature_134","time_ref_after","before",-0.285264197430267,0.193781915779681,0.145053145981019,"time_ref_afterbefore",0.241818776774553,89,3,"ref_after","Metabolin_feature_134","2-Phenylpropionate"
"Metabolin_feature_134","time_ref_before","after",0.285264197429746,0.193781915779155,0.145053145981207,"time_ref_beforeafter",0.290106291962414,89,3,"ref_before","Metabolin_feature_134","2-Phenylpropionate"
"Metabolin_feature_134","time_ref_before","climb",0.156727662337726,0.180089209097,0.386743958441817,"time_ref_beforeclimb",0.386743958441817,89,3,"ref_before","Metabolin_feature_134","2-Phenylpropionate"
"Metabolin_feature_135","time_ref_before","climb",-0.161294060919912,0.184636269795668,0.384905811848739,"time_ref_beforeclimb",0.531102697528603,89,24,"ref_before","Metabolin_feature_135","Piperine"
"Metabolin_feature_135","time_ref_before","after",-0.126081405482591,0.200408613132062,0.531102697528603,"time_ref_beforeafter",0.531102697528603,89,24,"ref_before","Metabolin_feature_135","Piperine"
"Metabolin_feature_135","time_ref_after","climb",-0.0352126554373693,0.112151289467215,0.754357033879609,"time_ref_afterclimb",0.754357033879609,89,24,"ref_after","Metabolin_feature_135","Piperine"
