"original_name","renamed_name"
"TAG52:4-FA18:0","Lipid_feature_538"
"TAG52:4-FA18:1","Lipid_feature_539"
"TAG52:4-FA18:2","Lipid_feature_540"
"TAG52:4-FA18:3","Lipid_feature_541"
"TAG52:4-FA16:0","Lipid_feature_542"
"TAG52:4-FA16:1","Lipid_feature_543"
"TAG52:4-FA14:0","Lipid_feature_544"
"TAG52:3-FA22:1","Lipid_feature_545"
"TAG52:3-FA20:0","Lipid_feature_546"
"TAG52:3-FA20:1","Lipid_feature_547"
"TAG52:3-FA20:2","Lipid_feature_548"
"TAG52:3-FA20:3","Lipid_feature_549"
"TAG52:3-FA18:0","Lipid_feature_550"
"TAG52:3-FA18:1","Lipid_feature_551"
"TAG52:3-FA18:2","Lipid_feature_552"
"TAG52:3-FA16:0","Lipid_feature_553"
"TAG52:3-FA16:1","Lipid_feature_554"
"TAG52:3-FA14:0","Lipid_feature_555"
"TAG52:2-FA20:1","Lipid_feature_556"
"TAG52:2-FA20:2","Lipid_feature_557"
"TAG52:2-FA18:0","Lipid_feature_558"
"TAG52:2-FA18:1","Lipid_feature_559"
"TAG52:2-FA18:2","Lipid_feature_560"
"TAG52:2-FA16:0","Lipid_feature_561"
"TAG52:2-FA16:1","Lipid_feature_562"
"TAG52:2-FA14:0","Lipid_feature_563"
"TAG52:1-FA20:0","Lipid_feature_564"
"TAG52:1-FA20:1","Lipid_feature_565"
"TAG52:1-FA16:1","Lipid_feature_566"
"TAG52:0-FA20:0","Lipid_feature_567"
"TAG52:0-FA16:0","Lipid_feature_568"
"TAG53:6-FA20:4","Lipid_feature_569"
"TAG53:2-FA17:0","Lipid_feature_570"
"TAG53:2-FA16:0","Lipid_feature_571"
"TAG54:8-FA22:6","Lipid_feature_572"
"TAG54:8-FA20:4","Lipid_feature_573"
"TAG54:8-FA20:5","Lipid_feature_574"
"TAG53:1-FA18:0","Lipid_feature_575"
"TAG53:1-FA18:1","Lipid_feature_576"
"TAG54:8-FA18:2","Lipid_feature_577"
"TAG54:8-FA18:3","Lipid_feature_578"
"TAG53:1-FA17:0","Lipid_feature_579"
"TAG53:1-FA16:0","Lipid_feature_580"
"TAG53:0-FA16:0","Lipid_feature_581"
"TAG54:7-FA22:5","Lipid_feature_582"
"TAG54:7-FA22:6","Lipid_feature_583"
"TAG54:7-FA20:4","Lipid_feature_584"
"TAG54:7-FA20:5","Lipid_feature_585"
"TAG54:7-FA18:1","Lipid_feature_586"
"TAG54:7-FA18:2","Lipid_feature_587"
"TAG54:7-FA18:3","Lipid_feature_588"
"TAG54:7-FA16:1","Lipid_feature_589"
